,NB,DT,LR,KNN
No FS,11.678571342065627,10.255550813531489,9.137722477322924,10.516318604609728
IG,10.627793932644419,16.357696207802594,9.394193079025854,13.44446252763374
CFS+GS,9.16022206269792,9.30114931620582,10.433223822244772,11.982474140428776
